,c_cluster,cancelled_contracts,claims_rate,educ,first_policy,has_all,has_children,is_profit,location,mon_value,p_cluster,premium_health,premium_household,premium_life,premium_motor,premium_total,premium_work_comp,salary_year
6291,2,0,0.68,1 - Basic,1982.0,1,1.0,1,4.0,324.62,1,121.8,589.55,16.67,62.9,1077.6399999999999,286.72,6228.0
6292,0,1,0.99,3 - BSc/MSc,1986.0,0,1.0,0,3.0,-18.54,0,175.59,-10.55,13.78,366.96,570.1099999999999,13.78,27948.0
6293,1,1,0.29,3 - BSc/MSc,1991.0,0,1.0,1,4.0,363.31,0,87.24,-40.0,25.45,468.31,585.0,4.0,25512.0
6294,0,0,0.95,3 - BSc/MSc,1979.0,1,1.0,1,3.0,28.12,1,110.02,519.55,136.36,151.36,1000.53,83.24,9840.0
6295,0,0,0.95,3 - BSc/MSc,1976.0,1,1.0,1,1.0,11.45,0,168.7,152.25,36.45,322.95,712.8000000000001,32.45,39468.0
6296,1,0,0.71,2 - High School,1975.0,1,1.0,1,3.0,231.94,1,167.03,358.4,58.01,282.61,891.7199999999999,25.67,41292.0
6297,1,1,0.41,3 - BSc/MSc,1980.0,0,1.0,1,3.0,377.2,1,280.72,146.15,115.8,142.25,684.92,-2.0,16572.0
6298,0,0,0.83,2 - High School,1990.0,1,0.0,1,1.0,155.92,1,272.94,546.2,23.56,177.81,1040.96,20.45,45972.0
6299,0,1,0.99,4 - PhD,1979.0,0,0.0,0,2.0,-17.33,0,110.91,19.45,-1.11,459.42,599.67,9.89,46860.0
6300,1,0,0.69,1 - Basic,1995.0,1,0.0,1,3.0,268.5,1,198.26,461.2,194.26,90.24,952.9599999999999,9.0,41736.0
6301,0,0,0.86,1 - Basic,1983.0,1,1.0,1,3.0,160.59,1,148.14,898.5,12.78,44.01,1301.8000000000002,198.37,10920.0
6302,0,0,0.91,3 - BSc/MSc,1976.0,0,1.0,1,3.0,33.9,1,231.6,107.8,0.0,249.27,647.5699999999999,58.9,35652.0
6303,0,0,0.92,3 - BSc/MSc,1979.0,1,1.0,1,3.0,29.0,0,90.46,60.0,6.0,495.65,664.11,12.0,21324.0
6304,0,0,0.78,3 - BSc/MSc,1996.0,1,1.0,1,4.0,125.8,0,199.26,132.8,30.56,319.06,694.2399999999999,12.56,32376.0
6305,0,0,1.0,3 - BSc/MSc,1990.0,1,1.0,0,2.0,-28.0,0,120.69,25.0,45.23,372.85,612.0,48.23,38928.0
6306,0,0,1.0,2 - High School,1984.0,1,1.0,0,3.0,-25.0,0,148.25,226.7,34.34,290.39,759.4699999999999,59.79,38244.0
6307,1,0,0.66,2 - High School,1984.0,1,0.0,1,1.0,259.72,1,393.74,285.05,12.89,76.46,832.04,63.9,49140.0
6308,0,0,0.99,4 - PhD,1991.0,1,1.0,0,3.0,-21.1,0,89.24,13.9,18.78,458.31,589.0099999999999,8.78,26748.0
6309,1,0,0.62,2 - High School,1997.0,1,0.0,1,1.0,291.18,1,167.81,293.4,109.91,231.82,825.7199999999999,22.78,39780.0
6310,1,1,0.53,4 - PhD,1979.0,0,1.0,1,4.0,314.29,0,214.15,133.9,16.78,361.29,726.12,-11.0,33408.0
6311,0,0,0.82,3 - BSc/MSc,1995.0,1,1.0,1,1.0,91.37,0,207.15,82.25,57.9,285.72,656.8,23.78,24936.0
6312,0,1,0.96,3 - BSc/MSc,1987.0,0,0.0,0,1.0,-2.54,0,203.15,28.9,5.78,351.4,589.2299999999999,-0.22,39732.0
6313,0,1,1.14,3 - BSc/MSc,1986.0,0,1.0,0,3.0,-103.0,0,35.45,-45.0,-7.0,559.66,595.11,-4.0,23520.0
6314,2,0,0.5,2 - High School,1978.0,1,1.0,1,1.0,376.53,1,277.94,268.95,61.9,155.03,803.2700000000001,39.45,18708.0
6315,1,0,0.12,4 - PhD,1993.0,1,1.0,1,2.0,551.32,0,62.9,70.0,10.89,508.32,654.1099999999999,2.0,46056.0
6316,0,0,1.11,1 - Basic,1990.0,1,1.0,0,4.0,-126.24,1,89.35,386.75,101.24,67.9,901.4000000000001,256.16,13368.0
6317,0,0,1.0,2 - High School,1993.0,1,1.0,0,2.0,-25.0,1,244.38,255.6,34.23,179.81,805.37,91.35,17052.0
6318,0,1,1.03,3 - BSc/MSc,1977.0,0,1.0,0,2.0,-44.0,0,125.8,23.9,-1.11,451.75,618.2299999999999,16.78,44268.0
6319,0,0,0.77,1 - Basic,1997.0,1,1.0,1,1.0,110.59,1,142.25,53.35,159.92,240.38,597.68,1.78,34608.0
6320,1,0,0.21,2 - High School,1991.0,1,1.0,1,4.0,471.76,0,73.68,35.0,6.89,503.65,629.9999999999999,10.78,29100.0
6321,0,0,1.03,3 - BSc/MSc,1997.0,1,1.0,0,1.0,-54.67,1,228.82,587.9,118.91,89.24,1036.43,11.56,16584.0
6322,2,0,0.61,2 - High School,1993.0,1,1.0,1,3.0,325.62,1,176.7,368.95,27.56,124.8,896.27,198.26,10524.0
6323,0,0,1.03,3 - BSc/MSc,1996.0,1,1.0,0,4.0,-46.45,0,181.59,206.7,1.89,345.62,755.3599999999999,19.56,6468.0
6324,0,0,0.69,1 - Basic,1989.0,1,0.0,1,4.0,243.94,1,104.13,343.4,248.27,48.23,866.72,122.69,10320.0
6325,0,0,0.96,3 - BSc/MSc,1990.0,1,1.0,1,1.0,1.56,0,149.25,44.45,6.78,420.19,638.56,17.89,29412.0
6326,0,1,1.2,2 - High School,1976.0,0,1.0,0,1.0,-122.34,0,103.02,-75.0,12.67,438.64,563.9999999999999,9.67,23136.0
6327,0,0,1.04,3 - BSc/MSc,1986.0,1,1.0,0,3.0,-53.45,0,187.59,196.7,18.56,311.06,742.36,28.45,22164.0
6328,1,0,0.71,2 - High School,1998.0,1,0.0,1,1.0,244.05,1,192.48,417.3,17.78,269.05,927.84,31.23,49008.0
6329,1,1,0.66,2 - High School,1985.0,0,1.0,1,1.0,153.17,0,218.82,-70.0,43.12,275.05,587.0,50.01,30888.0
6330,0,0,0.79,3 - BSc/MSc,1978.0,1,0.0,1,1.0,141.7,1,160.14,240.6,65.9,232.6,783.4799999999999,84.24,42468.0
6331,1,0,0.38,1 - Basic,1984.0,1,1.0,1,1.0,464.09,0,185.59,255.6,6.78,284.61,790.48,57.9,44520.0
6332,1,0,0.16,2 - High School,1979.0,1,1.0,1,1.0,505.65,0,78.46,25.0,6.0,505.65,632.0,16.89,27228.0
6333,1,1,0.33,3 - BSc/MSc,1986.0,0,1.0,1,4.0,329.08,0,172.81,-50.0,7.78,396.52,577.1099999999999,-0.11,34308.0
6334,1,0,0.28,2 - High School,1989.0,1,0.0,1,1.0,765.47,1,193.48,624.55,117.69,113.69,1097.64,48.23,49620.0
6335,1,0,0.41,3 - BSc/MSc,1990.0,1,1.0,1,2.0,363.64,0,210.15,87.25,10.89,328.84,653.6899999999999,16.56,21816.0
6336,1,0,0.25,3 - BSc/MSc,1976.0,1,1.0,1,4.0,424.53,0,110.02,23.35,1.0,449.53,602.68,18.78,17412.0
6337,0,0,0.85,3 - BSc/MSc,1989.0,1,1.0,1,4.0,119.47,1,242.6,477.3,48.12,192.59,990.84,30.23,26352.0
6338,0,0,0.96,3 - BSc/MSc,1992.0,1,0.0,1,4.0,3.67,0,193.26,83.35,33.34,278.72,650.6800000000001,62.01,44364.0
6339,0,0,0.8,2 - High School,1995.0,1,1.0,1,1.0,167.59,1,195.48,430.65,35.45,192.59,941.5200000000001,87.35,18936.0
6340,1,0,0.57,3 - BSc/MSc,1991.0,1,1.0,1,4.0,283.61,0,225.71,165.6,10.78,295.61,721.48,23.78,33768.0
6341,1,0,0.49,3 - BSc/MSc,1995.0,1,0.0,1,4.0,306.63,1,287.61,72.25,42.34,217.04,644.8,25.56,37224.0
6342,1,0,0.53,2 - High School,1978.0,0,1.0,1,4.0,320.4,0,194.26,197.25,0.0,329.84,736.9099999999999,15.56,38796.0
6343,0,0,1.03,1 - Basic,1997.0,1,1.0,0,4.0,-52.56,1,206.15,564.55,131.47,103.91,1033.6399999999999,27.56,25596.0
6344,1,1,0.26,3 - BSc/MSc,1995.0,0,1.0,1,1.0,485.53,0,172.7,113.9,9.89,404.63,701.12,-8.0,47892.0
6345,1,1,0.48,4 - PhD,1980.0,0,1.0,1,1.0,260.62,0,135.58,-30.55,32.34,382.85,585.1100000000001,34.34,29736.0
6346,1,0,0.5,2 - High School,1981.0,1,1.0,1,1.0,311.62,0,206.15,88.35,5.0,357.4,677.68,20.78,37488.0
6347,1,0,0.62,2 - High School,1985.0,1,1.0,1,1.0,210.27,0,273.05,43.35,7.78,264.94,618.79,29.67,16752.0
6348,1,1,0.17,3 - BSc/MSc,1984.0,0,1.0,1,4.0,456.1,0,91.35,-1.1,13.78,468.42,582.3299999999999,8.78,28416.0
6349,0,0,0.9,3 - BSc/MSc,1991.0,1,1.0,1,4.0,58.46,1,128.47,261.15,36.23,299.5,808.8100000000001,83.46,34908.0
6350,0,0,1.02,2 - High School,1993.0,1,1.0,0,4.0,-38.67,0,160.92,357.85,13.78,313.06,859.28,13.67,39708.0
6351,0,1,0.87,2 - High School,1997.0,0,0.0,1,4.0,42.37,1,311.06,-30.55,23.45,162.81,555.11,57.79,42036.0
6352,2,0,0.31,2 - High School,1988.0,1,1.0,1,4.0,538.54,1,208.26,276.15,100.02,187.37,820.92,49.12,14820.0
6353,1,0,0.63,4 - PhD,1980.0,1,0.0,1,3.0,248.83,1,251.27,182.25,35.45,265.94,742.8000000000001,7.89,41712.0
6354,1,1,0.35,3 - BSc/MSc,1996.0,0,1.0,1,3.0,380.08,0,113.8,63.9,18.67,433.75,630.1199999999999,-5.0,26424.0
6355,1,0,0.25,3 - BSc/MSc,1979.0,1,1.0,1,4.0,442.64,0,154.03,34.45,24.67,408.52,622.56,0.89,27540.0
6356,0,0,0.8,2 - High School,1990.0,1,1.0,1,4.0,115.47,1,212.93,121.7,53.01,245.6,685.36,52.12,16392.0
6357,0,0,0.97,1 - Basic,1982.0,1,1.0,1,3.0,9.45,1,118.91,720.15,145.25,101.13,1152.1200000000001,66.68,35664.0
6358,0,0,0.75,3 - BSc/MSc,1992.0,1,0.0,1,4.0,166.59,1,247.27,231.7,53.01,192.48,778.3599999999999,53.9,39816.0
6359,0,0,1.0,3 - BSc/MSc,1990.0,1,0.0,0,1.0,-25.0,0,277.94,97.8,8.78,251.16,652.2399999999999,16.56,39564.0
6360,1,1,0.78,2 - High School,1995.0,0,0.0,1,2.0,182.71,1,288.72,452.85,51.12,178.59,971.2800000000001,-11.0,47184.0
6361,0,0,1.04,3 - BSc/MSc,1984.0,1,1.0,0,4.0,-63.12,0,179.7,358.95,7.89,296.61,881.27,38.12,35256.0
6362,2,0,0.68,1 - Basic,1981.0,1,1.0,1,1.0,292.06,1,104.91,477.3,102.13,214.93,976.8399999999999,77.57,27384.0
6363,1,0,0.42,1 - Basic,1988.0,1,1.0,1,1.0,375.51,0,193.48,103.9,24.56,321.17,692.01,48.9,43320.0
6364,0,0,0.87,3 - BSc/MSc,1986.0,1,0.0,1,1.0,121.36,1,257.16,614.55,71.68,99.02,1089.75,47.34,44172.0
6365,1,1,0.42,3 - BSc/MSc,1995.0,0,1.0,1,1.0,291.51,0,228.82,-35.0,2.89,351.51,583.9999999999999,0.78,33540.0
6366,1,0,0.34,4 - PhD,1994.0,1,1.0,1,1.0,498.54,0,182.59,226.15,35.45,324.06,794.9200000000001,26.67,46320.0
6367,1,0,0.55,2 - High School,1993.0,1,0.0,1,3.0,320.51,1,198.37,220.6,100.13,207.04,764.48,38.34,40488.0
6368,1,1,0.08,3 - BSc/MSc,1984.0,0,1.0,1,2.0,498.77,0,43.12,5.0,-0.11,522.1,572.11,1.89,22632.0
6369,1,1,0.74,2 - High School,1976.0,0,1.0,1,2.0,177.25,0,83.46,217.25,-5.0,481.09,789.8,8.0,44508.0
6370,1,0,0.37,1 - Basic,1995.0,1,0.0,1,1.0,498.22,1,267.16,312.85,22.45,156.25,835.28,76.57,42924.0
6371,1,0,0.37,3 - BSc/MSc,1976.0,1,0.0,1,1.0,546.99,1,282.72,403.4,0.89,196.15,910.7199999999999,27.56,38400.0
6372,0,0,1.0,3 - BSc/MSc,1983.0,1,1.0,0,2.0,-25.0,0,251.16,152.8,30.45,275.83,717.24,7.0,42924.0
6373,1,0,0.74,1 - Basic,1995.0,1,0.0,1,4.0,173.38,1,238.6,249.5,51.12,181.48,772.6,51.9,44352.0
6374,0,0,0.93,2 - High School,1992.0,1,1.0,1,4.0,21.78,0,86.46,74.45,12.89,488.98,677.5600000000001,14.78,32100.0
6375,0,0,0.95,2 - High School,1991.0,1,1.0,1,4.0,26.01,1,254.27,427.85,11.89,205.26,950.28,51.01,22824.0
6376,1,0,0.27,2 - High School,1986.0,1,0.0,1,4.0,485.21,0,171.92,142.25,10.78,357.18,696.8,14.67,42624.0
6377,2,0,0.69,3 - BSc/MSc,1993.0,1,1.0,1,3.0,261.61,1,225.93,412.3,12.89,278.72,937.73,7.89,15984.0
6378,1,0,0.56,2 - High School,1976.0,1,1.0,1,4.0,278.06,0,211.93,118.35,18.56,319.95,685.68,16.89,30324.0
6379,0,1,0.9,3 - BSc/MSc,1993.0,0,1.0,1,4.0,41.89,0,63.9,60.0,-3.0,527.21,667.0,15.89,24648.0
6380,1,0,0.25,2 - High School,1978.0,1,1.0,1,1.0,424.53,0,83.46,4.45,17.78,482.09,602.56,14.78,32364.0
6381,0,0,0.79,1 - Basic,1989.0,1,0.0,1,4.0,122.25,1,280.72,147.25,135.47,121.8,702.8,17.56,10728.0
6382,0,0,0.91,1 - Basic,1995.0,1,1.0,1,4.0,76.02,1,104.13,721.8,244.49,53.12,1171.44,47.9,10392.0
6383,0,0,1.01,3 - BSc/MSc,1989.0,1,0.0,0,4.0,-31.89,0,115.91,5.0,17.78,466.42,612.0,6.89,44544.0
6384,0,0,0.86,3 - BSc/MSc,1984.0,1,1.0,1,3.0,66.36,0,194.37,92.25,0.89,319.17,642.8,36.12,24324.0
6385,1,0,0.6,3 - BSc/MSc,1983.0,1,1.0,1,3.0,282.27,1,182.7,197.25,76.68,285.83,775.8000000000001,33.34,17520.0
6386,0,0,0.99,2 - High School,1995.0,1,1.0,1,3.0,1.34,1,200.37,1491.95,10.78,37.12,1777.45,37.23,16548.0
6387,1,0,0.7,3 - BSc/MSc,1987.0,1,1.0,1,3.0,198.04,0,162.92,181.7,41.34,314.17,733.36,33.23,39516.0
6388,0,0,0.58,3 - BSc/MSc,1992.0,1,1.0,1,1.0,267.5,1,366.18,152.25,9.78,150.03,689.8,11.56,6600.0
6389,2,0,0.22,1 - Basic,1979.0,1,0.0,1,4.0,794.71,1,145.25,594.0,90.35,150.03,1055.31,75.68,11736.0
6390,0,0,0.81,2 - High School,1994.0,1,0.0,1,4.0,141.81,1,137.47,343.95,104.02,220.82,860.27,54.01,30132.0
6391,2,0,0.54,2 - High School,1981.0,1,0.0,1,4.0,506.0,1,111.91,720.7,241.6,51.9,1161.56,35.45,18408.0
6392,1,0,0.56,3 - BSc/MSc,1995.0,1,0.0,1,3.0,311.06,1,343.62,201.7,12.78,161.92,760.36,40.34,49752.0
6393,1,0,0.5,2 - High School,1986.0,1,0.0,1,1.0,269.18,0,215.93,13.35,34.34,280.83,585.57,41.12,31320.0
6394,1,0,0.63,2 - High School,1977.0,1,1.0,1,4.0,286.71,0,75.68,281.15,46.23,421.19,839.92,15.67,33060.0
6395,1,0,0.39,3 - BSc/MSc,1993.0,1,1.0,1,4.0,380.09,1,188.48,101.7,97.24,206.15,669.36,75.79,18180.0
6396,0,0,0.92,2 - High School,1979.0,1,1.0,1,1.0,23.9,0,99.24,48.9,4.89,467.31,625.12,4.78,37572.0
6397,0,0,1.06,1 - Basic,1978.0,1,1.0,0,3.0,-78.12,1,87.24,347.85,212.15,168.92,869.28,53.12,17736.0
6398,0,0,0.97,2 - High School,1984.0,1,0.0,0,3.0,-3.22,0,156.03,102.8,86.35,305.28,672.24,21.78,43668.0
6399,0,1,1.04,3 - BSc/MSc,1988.0,0,1.0,0,2.0,-45.55,0,75.68,-20.55,6.89,513.54,597.11,1.0,33048.0
6400,2,0,0.26,2 - High School,1981.0,1,1.0,1,4.0,1039.3,1,66.79,1066.3,121.69,119.69,1445.04,70.57,11352.0
6401,0,0,0.68,2 - High School,1988.0,1,0.0,1,4.0,181.26,1,321.84,112.8,34.45,178.48,654.2399999999999,6.67,20904.0
6402,0,0,1.0,2 - High School,1979.0,1,1.0,0,4.0,-25.0,0,223.93,77.8,31.34,276.72,627.2400000000001,17.45,32508.0
6403,1,0,0.7,3 - BSc/MSc,1977.0,1,0.0,1,4.0,209.6,0,220.82,236.7,31.45,279.72,782.36,13.67,33552.0
6404,2,0,0.24,2 - High School,1985.0,1,0.0,1,4.0,768.58,1,121.58,541.2,123.8,106.91,1038.96,145.47,12492.0
6405,1,0,0.62,3 - BSc/MSc,1978.0,1,0.0,1,1.0,241.16,1,200.37,116.7,98.24,266.16,695.36,13.89,29676.0
6406,2,0,0.46,2 - High School,1995.0,1,1.0,1,4.0,484.2,1,311.06,476.75,58.79,91.24,943.5099999999999,5.67,20148.0
6407,0,1,1.07,3 - BSc/MSc,1992.0,0,1.0,0,1.0,-63.56,0,93.13,-10.0,20.56,455.42,577.1099999999999,8.0,44868.0
6408,1,1,0.49,3 - BSc/MSc,1991.0,0,0.0,1,4.0,259.62,0,261.05,-1.1,5.78,261.94,558.3299999999999,29.56,42648.0
6409,0,0,0.75,3 - BSc/MSc,1994.0,1,0.0,1,3.0,134.14,1,310.06,68.9,39.34,177.7,644.12,48.12,56016.0
6410,0,0,0.85,2 - High School,1980.0,1,1.0,1,4.0,127.25,1,108.91,545.1,23.56,255.38,1036.08,103.13,41016.0
6411,0,0,0.93,1 - Basic,1996.0,1,0.0,1,4.0,40.68,1,139.47,499.55,86.46,213.15,999.6400000000001,61.01,40068.0
6412,1,0,0.43,2 - High School,1977.0,1,1.0,1,4.0,358.08,1,225.71,136.7,64.79,181.59,667.4699999999999,58.68,24900.0
6413,0,0,0.97,3 - BSc/MSc,1987.0,1,0.0,0,4.0,-3.55,0,274.83,59.45,14.67,279.83,635.5599999999998,6.78,49212.0
6414,0,0,0.9,2 - High School,1983.0,1,1.0,1,1.0,34.79,1,213.04,40.0,59.79,249.38,614.9999999999999,52.79,26076.0
6415,0,0,1.04,3 - BSc/MSc,1996.0,1,0.0,0,4.0,-61.34,1,244.38,565.65,36.34,130.47,1035.63,58.79,33828.0
6416,1,0,0.34,4 - PhD,1985.0,1,1.0,1,3.0,422.3,0,222.82,103.9,15.78,333.62,682.1199999999999,6.0,19080.0
6417,1,0,0.31,3 - BSc/MSc,1985.0,1,1.0,1,2.0,447.64,0,157.92,108.35,2.89,391.85,685.68,24.67,21468.0
6418,0,0,0.98,2 - High School,1985.0,1,1.0,0,2.0,-12.22,0,187.59,63.9,7.89,390.85,655.12,4.89,24708.0
6419,1,1,0.1,2 - High School,1986.0,0,1.0,1,4.0,561.21,0,56.9,65.0,-2.0,528.21,655.11,5.0,27468.0
6420,0,0,0.98,3 - BSc/MSc,1974.0,1,0.0,0,4.0,-14.11,0,201.37,65.0,24.67,344.4,671.0,35.56,37476.0
6421,1,0,0.36,2 - High School,1986.0,1,1.0,1,4.0,508.33,1,181.7,283.95,59.01,279.94,833.05,28.45,41112.0
6422,1,0,0.7,3 - BSc/MSc,1978.0,1,0.0,1,2.0,186.26,1,359.29,142.25,42.12,143.47,712.8,25.67,45216.0
6423,1,1,0.08,2 - High School,1977.0,0,1.0,1,3.0,543.66,0,39.34,40.0,-6.0,539.77,626.0,6.89,23604.0
6424,1,0,0.56,3 - BSc/MSc,1991.0,1,0.0,1,1.0,317.62,1,193.26,245.6,70.68,215.15,781.48,56.79,50064.0
6425,1,1,0.1,1 - Basic,1982.0,0,1.0,1,3.0,478.23,1,56.79,-1.1,259.27,24.45,562.22,221.71,9816.0
6426,0,1,1.0,3 - BSc/MSc,1981.0,0,1.0,0,3.0,-25.22,0,219.04,24.45,-3.0,353.29,599.56,2.78,10632.0
6427,0,0,0.92,4 - PhD,1991.0,1,1.0,1,1.0,23.67,0,184.48,69.45,7.89,358.18,648.67,28.67,38652.0
6428,0,1,1.18,3 - BSc/MSc,1986.0,0,1.0,0,2.0,-121.0,0,29.34,-50.0,4.0,545.77,583.0,3.89,30864.0
6429,0,0,1.0,3 - BSc/MSc,1978.0,1,1.0,0,4.0,-25.0,0,117.69,9.45,7.89,432.86,592.56,24.67,29940.0
6430,1,0,0.35,2 - High School,1977.0,1,0.0,1,4.0,625.01,1,253.27,520.65,10.67,118.69,998.5199999999999,95.24,40440.0
6431,1,1,0.08,3 - BSc/MSc,1977.0,0,1.0,1,4.0,505.44,0,15.56,5.0,4.0,559.44,584.0,-10.0,31380.0
6432,2,0,0.34,4 - PhD,1987.0,1,0.0,1,1.0,533.67,1,223.93,312.85,32.34,255.38,847.2800000000001,22.78,15168.0
6433,2,0,0.34,2 - High School,1979.0,1,0.0,1,4.0,631.45,1,223.82,501.2,78.57,76.68,999.96,119.69,35916.0
6434,1,0,0.47,2 - High School,1982.0,1,0.0,1,1.0,395.51,1,228.71,241.7,71.79,213.93,791.25,35.12,47400.0
6435,2,0,0.49,3 - BSc/MSc,1990.0,1,0.0,1,4.0,589.77,1,161.14,722.9,50.12,217.04,1209.2099999999998,58.01,37716.0
6436,0,0,1.04,2 - High School,1974.0,1,1.0,0,4.0,-55.45,1,67.79,332.85,90.35,303.39,854.28,59.9,40704.0
6437,1,1,0.06,3 - BSc/MSc,1986.0,0,1.0,1,3.0,481.77,0,33.34,-40.0,-1.0,554.77,588.11,-6.0,32628.0
6438,0,0,0.98,2 - High School,1977.0,1,1.0,0,3.0,-7.11,1,166.92,618.45,177.7,68.79,1082.76,50.9,26160.0
6439,2,0,0.25,2 - High School,1976.0,1,0.0,1,3.0,863.06,1,196.37,736.25,11.67,192.26,1177.0000000000002,40.45,45120.0
6440,1,0,0.3,3 - BSc/MSc,1976.0,1,0.0,1,4.0,585.33,1,225.93,329.5,39.34,264.16,875.6000000000001,16.67,44988.0
6441,1,0,0.12,2 - High School,1993.0,1,1.0,1,1.0,515.33,0,47.01,33.9,12.89,515.54,613.1199999999999,3.78,31716.0
6442,0,0,0.66,2 - High School,1991.0,1,1.0,1,1.0,248.16,1,152.25,235.05,30.34,303.5,792.93,71.79,22752.0
6443,0,0,0.97,3 - BSc/MSc,1985.0,1,1.0,0,1.0,-1.33,0,126.69,187.8,48.23,390.85,777.2400000000001,23.67,36696.0
6444,0,1,1.05,3 - BSc/MSc,1994.0,0,0.0,0,4.0,-55.88,1,288.61,-11.1,42.23,226.93,580.22,22.45,44964.0
6445,1,0,0.39,3 - BSc/MSc,1995.0,1,1.0,1,4.0,388.19,0,120.69,136.15,6.89,406.3,679.9200000000001,9.89,19692.0
6446,1,1,0.24,2 - High School,1992.0,0,1.0,1,4.0,392.98,0,130.58,-30.55,15.78,421.97,579.11,10.78,25536.0
6447,0,1,1.03,3 - BSc/MSc,1988.0,0,1.0,0,4.0,-42.89,0,94.35,19.45,5.89,476.98,596.67,-12.0,23820.0
6448,2,0,0.27,3 - BSc/MSc,1987.0,1,1.0,1,3.0,565.55,0,171.92,246.15,2.89,368.18,812.92,23.78,20592.0
6449,1,0,0.69,3 - BSc/MSc,1979.0,1,0.0,1,3.0,196.72,1,271.83,175.6,16.78,212.93,706.4799999999999,29.34,44340.0
6450,0,0,0.76,2 - High School,1986.0,1,0.0,1,2.0,153.7,1,243.49,205.6,112.8,134.36,740.59,44.34,22452.0
6451,1,0,0.32,4 - PhD,1983.0,1,1.0,1,3.0,381.3,0,119.69,47.8,0.89,405.41,596.2400000000001,22.45,47040.0
6452,1,1,0.63,2 - High School,1984.0,0,0.0,1,1.0,208.62,1,275.83,248.95,0.0,116.69,641.47,-5.11,32652.0
6453,0,0,0.86,3 - BSc/MSc,1989.0,1,0.0,1,4.0,77.01,1,268.94,157.8,25.56,199.15,707.24,55.79,48252.0
6454,1,1,0.38,3 - BSc/MSc,1989.0,0,0.0,1,4.0,334.08,0,202.15,-11.1,6.89,363.29,586.11,13.78,50532.0
6455,1,0,0.57,4 - PhD,1986.0,1,0.0,1,3.0,246.05,0,275.72,44.45,27.56,278.94,634.56,7.89,49980.0
6456,1,1,0.15,4 - PhD,1995.0,0,1.0,1,4.0,468.0,0,52.01,-25.55,11.89,532.21,608.0,11.89,35052.0
6457,0,0,0.86,3 - BSc/MSc,1995.0,1,0.0,1,4.0,70.46,0,124.69,68.9,26.56,427.19,668.1199999999999,20.78,41808.0
6458,0,0,0.96,3 - BSc/MSc,1975.0,1,1.0,1,1.0,2.56,0,43.23,34.45,6.89,527.99,629.45,16.89,24996.0
6459,1,0,0.34,3 - BSc/MSc,1996.0,1,1.0,1,1.0,353.42,0,199.26,23.35,2.89,339.51,577.68,12.67,18384.0
6460,1,1,0.5,3 - BSc/MSc,1988.0,0,1.0,1,1.0,236.07,0,135.47,-60.0,9.78,414.3,583.0,23.45,23376.0
6461,1,0,0.38,3 - BSc/MSc,1985.0,1,0.0,1,1.0,666.12,1,216.82,678.45,12.67,108.8,1115.76,99.02,47196.0
6462,2,0,0.11,1 - Basic,1979.0,1,0.0,1,1.0,1071.65,1,113.91,810.15,112.8,173.7,1230.12,19.56,44196.0
6463,0,0,0.82,2 - High School,1981.0,1,1.0,1,1.0,103.7,0,134.36,156.15,11.78,358.4,699.92,39.23,39744.0
6464,1,1,0.63,3 - BSc/MSc,1977.0,0,0.0,1,1.0,181.06,1,267.05,-25.55,27.45,175.81,579.11,108.8,45312.0
6465,0,1,1.08,1 - Basic,1979.0,0,1.0,0,1.0,-138.02,1,135.36,1044.65,-0.11,53.12,1398.94,165.81,13332.0
6466,1,0,0.35,2 - High School,1984.0,1,1.0,1,1.0,432.65,0,169.92,151.15,24.45,330.95,707.8100000000001,31.34,27312.0
6467,0,0,0.71,3 - BSc/MSc,1988.0,1,1.0,1,1.0,187.58,1,179.59,158.35,57.9,224.82,732.79,112.13,11172.0
6468,0,0,0.98,2 - High School,1983.0,1,1.0,0,4.0,-13.11,0,96.35,58.9,6.78,466.42,647.12,18.67,50364.0
6469,0,0,1.04,2 - High School,1993.0,1,1.0,0,4.0,-81.12,1,169.7,942.4,79.57,79.35,1326.92,55.9,11028.0
6470,1,0,0.16,3 - BSc/MSc,1982.0,1,1.0,1,4.0,556.65,0,111.91,104.45,3.89,458.53,693.56,14.78,43020.0
6471,1,0,0.47,2 - High School,1978.0,1,0.0,1,1.0,330.06,1,212.15,93.9,99.24,263.05,670.23,1.89,41304.0
6472,1,0,0.27,3 - BSc/MSc,1987.0,1,1.0,1,3.0,428.42,0,80.35,77.25,11.78,451.42,622.8000000000001,2.0,29580.0
6473,0,0,0.77,2 - High School,1992.0,1,0.0,1,3.0,195.04,1,110.91,455.65,81.46,207.26,949.52,94.24,16728.0
6474,1,0,0.37,2 - High School,1990.0,1,0.0,1,4.0,563.45,1,229.82,436.2,75.57,152.25,935.9599999999999,42.12,49332.0
6475,0,0,0.83,2 - High School,1996.0,1,1.0,1,3.0,89.91,0,139.36,98.35,23.56,391.85,669.68,16.56,32784.0
6476,1,0,0.2,2 - High School,1977.0,1,0.0,1,2.0,453.2,0,76.57,28.35,0.89,478.2,594.68,10.67,27792.0
6477,0,1,0.95,3 - BSc/MSc,1982.0,0,1.0,1,1.0,9.0,0,42.23,40.0,-2.0,532.88,625.11,10.0,28380.0
6478,0,0,1.0,1 - Basic,1980.0,1,1.0,0,3.0,-25.0,1,129.47,97.25,119.8,65.9,659.9100000000001,247.49,17472.0
6479,1,1,0.09,4 - PhD,1984.0,0,1.0,1,4.0,453.66,0,31.45,-50.0,-4.0,556.66,588.11,-8.0,30084.0
