,birth_year,educ,salary_year,location,has_children,mon_value,claims_rate,premium_motor,premium_household,premium_health,premium_life,premium_work_comp,customer_since,is_family_policy,premium_total,cancelled_contracts,nr_contracts,p_cluster,c_cluster
6269,1991.0,3 - BSc/MSc,16536.0,2.0,1.0,-33.89,1.01,335.62,23.35,220.93,8.89,3.89,1991.0,1,592.6800000000001,0,5,1,2
6270,1972.0,4 - PhD,24876.0,4.0,1.0,-62.0,1.07,502.65,-40.0,83.46,3.0,6.0,1986.0,0,595.11,1,4,2,2
6271,1950.0,3 - BSc/MSc,43740.0,4.0,0.0,-25.44,1.0,186.59,1105.2,160.03,27.56,-0.22,1981.0,0,1479.3799999999999,1,4,0,1
6272,1983.0,3 - BSc/MSc,25848.0,1.0,1.0,332.07,0.39,369.96,13.35,178.81,11.67,12.89,1987.0,0,586.68,0,5,2,0
6273,1993.0,2 - High School,22140.0,1.0,1.0,-50.67,1.03,96.24,250.05,242.49,90.35,121.91,1993.0,1,801.04,0,5,0,2
6274,1951.0,3 - BSc/MSc,36504.0,1.0,0.0,223.16,0.75,209.93,486.75,224.93,38.23,32.56,1986.0,0,992.4000000000001,0,5,1,1
6275,1939.0,3 - BSc/MSc,42276.0,4.0,1.0,-74.23,1.06,322.95,182.8,206.26,4.89,44.34,1987.0,0,761.24,0,5,1,1
6276,1976.0,2 - High School,20424.0,1.0,1.0,-19.43,0.99,231.82,-30.55,233.49,65.68,36.12,1979.0,0,567.11,1,4,1,2
6277,1963.0,2 - High School,32472.0,3.0,1.0,468.65,0.18,450.42,43.9,65.68,36.45,6.78,1989.0,0,603.23,0,5,2,0
6278,1959.0,3 - BSc/MSc,30552.0,1.0,1.0,187.25,0.73,401.52,212.25,111.02,24.45,31.56,1997.0,0,780.8,0,5,2,2
6279,1958.0,2 - High School,45876.0,3.0,1.0,426.65,0.23,204.26,-11.1,134.47,87.46,171.03,1996.0,0,597.22,1,4,0,0
6280,1944.0,3 - BSc/MSc,37824.0,3.0,0.0,261.61,0.58,315.28,112.25,157.03,36.23,64.9,1987.0,0,685.6899999999999,0,5,1,1
6281,1955.0,3 - BSc/MSc,37896.0,4.0,0.0,32.9,0.93,315.95,245.6,157.03,34.34,23.56,1984.0,0,776.4799999999999,0,5,1,1
6282,1946.0,3 - BSc/MSc,44340.0,3.0,0.0,240.83,0.59,266.83,49.45,282.83,20.67,21.67,1995.0,0,641.4499999999998,0,5,1,1
6283,1980.0,2 - High School,14964.0,2.0,1.0,-59.34,1.03,224.71,481.75,155.14,34.34,86.46,1996.0,0,982.4000000000001,0,5,0,2
6284,1960.0,3 - BSc/MSc,28320.0,4.0,1.0,452.88,0.14,494.65,-10.55,70.57,7.0,-3.11,1994.0,0,572.22,2,3,2,0
6285,1962.0,3 - BSc/MSc,31716.0,3.0,1.0,-25.0,1.0,545.88,0.0,47.23,2.0,3.0,1982.0,0,598.11,0,4,2,1
6286,1952.0,3 - BSc/MSc,42060.0,4.0,1.0,176.48,0.74,279.72,250.6,189.37,19.67,49.12,1990.0,0,788.48,0,5,1,1
6287,1954.0,3 - BSc/MSc,37080.0,1.0,1.0,211.61,0.68,299.28,200.6,140.47,70.57,34.56,1978.0,0,745.48,0,5,1,1
6288,1981.0,3 - BSc/MSc,22968.0,1.0,1.0,195.71,0.68,265.94,160.6,211.93,45.23,1.78,1984.0,0,685.48,0,5,1,2
6289,1982.0,2 - High School,23676.0,3.0,1.0,21.01,0.92,230.71,19.45,316.17,26.56,10.67,1994.0,0,603.56,0,5,1,2
6290,1941.0,1 - Basic,43596.0,1.0,1.0,-204.7,1.28,289.72,53.35,113.91,164.92,14.78,1994.0,0,636.68,0,5,1,1
6291,1965.0,3 - BSc/MSc,30540.0,3.0,0.0,-31.0,1.01,466.42,137.25,86.35,2.89,-3.11,1976.0,0,692.9100000000001,1,4,2,1
6292,1992.0,3 - BSc/MSc,19212.0,1.0,1.0,187.36,0.74,268.05,251.7,233.71,18.56,39.34,1992.0,1,811.36,0,5,1,2
6293,1976.0,2 - High School,19896.0,2.0,1.0,357.63,0.55,387.74,333.95,116.8,16.78,-5.11,1980.0,0,855.27,1,4,2,0
6294,1990.0,3 - BSc/MSc,14088.0,3.0,1.0,358.4,0.57,282.72,383.4,155.03,22.56,52.9,1992.0,0,896.6099999999999,0,5,1,3
6295,1973.0,3 - BSc/MSc,28224.0,2.0,0.0,323.29,0.6,208.04,377.3,140.25,50.12,90.13,1998.0,0,865.84,0,5,0,3
6296,1954.0,3 - BSc/MSc,39612.0,4.0,1.0,-25.0,1.0,452.64,78.35,95.13,16.78,11.78,1991.0,0,654.68,0,5,2,1
6297,1954.0,4 - PhD,42456.0,3.0,1.0,25.9,0.92,401.52,24.45,138.47,26.45,18.67,1989.0,0,609.56,0,5,2,1
6298,1982.0,3 - BSc/MSc,26652.0,2.0,1.0,416.64,0.28,425.97,34.45,112.02,15.67,24.45,1988.0,0,612.5600000000001,0,5,2,0
6299,1949.0,2 - High School,38688.0,3.0,0.0,-29.43,1.01,474.31,-5.55,100.13,4.78,1.89,1980.0,0,581.11,1,4,2,1
6300,1966.0,3 - BSc/MSc,35700.0,3.0,1.0,541.66,0.11,568.55,40.0,28.56,1.89,0.0,1995.0,0,638.9999999999999,0,4,2,0
6301,1949.0,4 - PhD,39252.0,1.0,1.0,131.24,0.79,401.63,182.8,141.25,20.56,-2.0,1991.0,0,746.24,1,4,2,1
6302,1972.0,2 - High School,19944.0,3.0,1.0,318.29,0.54,355.18,182.25,180.7,8.78,11.89,1984.0,0,738.8000000000001,0,5,2,0
6303,1945.0,2 - High School,45204.0,2.0,0.0,249.5,0.57,202.04,78.35,282.83,34.34,40.23,1989.0,0,637.7900000000001,0,5,1,1
6304,1972.0,4 - PhD,20064.0,4.0,1.0,-25.11,1.0,438.75,45.0,142.47,11.89,-0.11,1982.0,0,638.11,1,4,2,2
6305,1950.0,3 - BSc/MSc,46380.0,2.0,1.0,-23.0,1.0,356.29,3.9,171.81,22.56,24.56,1983.0,0,579.1199999999999,0,5,2,1
6306,1985.0,3 - BSc/MSc,14592.0,1.0,1.0,92.68,0.84,263.94,172.8,201.26,54.12,55.12,1985.0,1,747.24,0,5,1,2
6307,1984.0,3 - BSc/MSc,21780.0,1.0,1.0,286.95,0.52,239.38,74.45,264.16,31.34,41.23,1984.0,1,650.5600000000001,0,5,1,2
6308,1946.0,2 - High School,44220.0,1.0,1.0,424.63,0.38,327.95,167.8,136.36,47.01,46.12,1985.0,0,725.24,0,5,2,0
6309,1952.0,3 - BSc/MSc,34500.0,4.0,1.0,-35.67,1.02,425.97,40.0,128.47,1.89,8.78,1987.0,0,605.11,0,5,2,1
6310,1977.0,3 - BSc/MSc,21732.0,1.0,1.0,296.95,0.47,347.62,23.9,136.58,62.79,37.12,1989.0,0,608.01,0,5,2,0
6311,1948.0,3 - BSc/MSc,37920.0,1.0,0.0,-46.67,1.03,458.42,153.35,93.24,0.0,21.67,1992.0,0,726.68,0,4,2,1
6312,1959.0,2 - High School,36996.0,2.0,1.0,-157.47,1.2,226.6,103.35,205.26,83.46,49.01,1986.0,0,667.6800000000001,0,5,1,1
6313,1965.0,3 - BSc/MSc,30876.0,4.0,0.0,538.98,0.33,324.06,281.15,165.03,41.23,24.45,1974.0,0,835.9200000000001,0,5,1,0
6314,1959.0,3 - BSc/MSc,35256.0,3.0,0.0,682.13,0.2,333.62,353.95,172.92,-1.11,21.78,1976.0,0,882.2699999999999,1,4,1,0
6315,1945.0,2 - High School,47280.0,4.0,0.0,65.35,0.87,138.25,158.35,255.27,90.35,74.46,1993.0,0,716.6800000000001,0,5,1,1
6316,1997.0,1 - Basic,10680.0,4.0,0.0,207.61,0.64,127.47,87.25,141.47,145.36,141.25,1997.0,1,642.8,0,5,0,2
6317,1971.0,2 - High School,30852.0,3.0,1.0,-60.44,1.06,413.41,-25.55,177.81,9.89,16.89,1977.0,0,618.0,1,4,2,1
6318,1947.0,2 - High School,41784.0,4.0,0.0,-86.9,1.08,197.26,271.15,196.37,102.02,40.12,1996.0,0,806.92,0,5,1,1
6319,1996.0,1 - Basic,16488.0,3.0,1.0,-170.25,1.12,23.45,848.5,67.79,174.81,145.25,1996.0,1,1259.8,0,5,0,2
6320,1962.0,3 - BSc/MSc,34524.0,1.0,1.0,741.81,0.13,398.52,378.4,116.91,-2.0,-6.11,1982.0,0,893.8299999999999,2,3,2,0
6321,1983.0,2 - High School,22188.0,1.0,1.0,232.71,0.66,174.59,196.7,317.06,21.56,39.45,1988.0,0,749.3599999999999,0,5,1,2
6322,1997.0,1 - Basic,6108.0,3.0,1.0,26.9,0.94,46.23,320.05,211.93,143.25,137.58,1997.0,1,859.0400000000001,0,5,0,2
6323,1945.0,3 - BSc/MSc,50424.0,1.0,0.0,125.36,0.81,150.36,264.5,343.62,3.89,43.23,1996.0,0,805.6,0,5,1,1
6324,1956.0,3 - BSc/MSc,28500.0,2.0,1.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0,0.0,0,0,2,0
6325,1956.0,2 - High School,35748.0,4.0,1.0,31.79,0.93,383.85,295.6,86.24,23.56,33.23,1977.0,0,822.48,0,5,2,1
6326,1979.0,2 - High School,28428.0,1.0,1.0,10.56,0.95,354.51,98.35,192.26,17.78,17.78,1987.0,0,680.68,0,5,2,2
6327,1953.0,3 - BSc/MSc,45252.0,1.0,1.0,253.83,0.54,326.84,43.35,181.48,34.45,13.56,1989.0,0,599.68,0,5,1,1
6328,1997.0,1 - Basic,7296.0,1.0,0.0,488.86,0.55,145.14,683.45,136.58,51.01,118.58,1997.0,1,1134.76,0,5,0,3
6329,1960.0,2 - High School,36684.0,2.0,1.0,837.82,0.19,113.91,580.1,206.26,64.79,104.02,1991.0,0,1069.08,0,5,0,0
6330,1970.0,3 - BSc/MSc,25548.0,3.0,1.0,-25.22,1.0,438.97,99.45,119.91,24.45,-0.22,1977.0,0,682.7800000000001,1,4,2,1
6331,1938.0,3 - BSc/MSc,54516.0,3.0,0.0,320.62,0.61,373.07,354.5,137.58,16.56,10.89,1988.0,0,892.5999999999999,0,5,2,1
6332,1982.0,2 - High School,14304.0,4.0,1.0,597.44,0.22,388.85,216.7,132.58,38.23,16.89,1983.0,0,793.25,0,5,2,0
6333,1963.0,3 - BSc/MSc,37860.0,1.0,1.0,13.12,0.94,527.32,58.9,60.01,5.89,14.89,1987.0,0,667.01,0,5,2,1
6334,1970.0,3 - BSc/MSc,32796.0,4.0,0.0,492.43,0.22,516.54,64.45,74.68,6.89,-2.0,1996.0,0,662.5600000000001,1,4,2,0
6335,1973.0,3 - BSc/MSc,27948.0,3.0,1.0,-18.54,0.99,366.96,-10.55,175.59,13.78,13.78,1986.0,0,570.1099999999999,1,4,2,2
6336,1971.0,3 - BSc/MSc,25512.0,4.0,1.0,363.31,0.29,468.31,-40.0,87.24,25.45,4.0,1991.0,0,585.0,1,4,2,0
6337,1995.0,3 - BSc/MSc,9840.0,3.0,1.0,28.12,0.95,151.36,519.55,110.02,136.36,83.24,1995.0,1,1000.53,0,5,0,2
6338,1961.0,3 - BSc/MSc,39468.0,1.0,1.0,11.45,0.95,322.95,152.25,168.7,36.45,32.45,1976.0,0,712.8000000000001,0,5,1,1
6339,1941.0,2 - High School,41292.0,3.0,1.0,231.94,0.71,282.61,358.4,167.03,58.01,25.67,1975.0,0,891.7199999999999,0,5,1,1
6340,1987.0,3 - BSc/MSc,16572.0,3.0,1.0,377.2,0.41,142.25,146.15,280.72,115.8,-2.0,1987.0,1,684.92,1,4,1,0
6341,1953.0,2 - High School,45972.0,1.0,0.0,155.92,0.83,177.81,546.2,272.94,23.56,20.45,1990.0,0,1040.96,0,5,1,1
6342,1943.0,4 - PhD,46860.0,2.0,0.0,-17.33,0.99,459.42,19.45,110.91,-1.11,9.89,1979.0,0,599.67,1,4,2,1
6343,1950.0,1 - Basic,41736.0,3.0,0.0,268.5,0.69,90.24,461.2,198.26,194.26,9.0,1995.0,0,952.9599999999999,0,5,0,1
6344,1995.0,1 - Basic,10920.0,3.0,1.0,160.59,0.86,44.01,898.5,148.14,12.78,198.37,1995.0,1,1301.8000000000002,0,5,0,3
6345,1951.0,3 - BSc/MSc,35652.0,3.0,1.0,33.9,0.91,249.27,107.8,231.6,0.0,58.9,1976.0,0,647.5699999999999,0,4,1,1
6346,1975.0,3 - BSc/MSc,21324.0,3.0,1.0,29.0,0.92,495.65,60.0,90.46,6.0,12.0,1979.0,0,664.11,0,5,2,2
6347,1979.0,3 - BSc/MSc,32376.0,4.0,1.0,125.8,0.78,319.06,132.8,199.26,30.56,12.56,1996.0,0,694.2399999999999,0,5,1,2
6348,1955.0,3 - BSc/MSc,38928.0,2.0,1.0,-28.0,1.0,372.85,25.0,120.69,45.23,48.23,1990.0,0,612.0,0,5,2,1
6349,1957.0,2 - High School,38244.0,3.0,1.0,-25.0,1.0,290.39,226.7,148.25,34.34,59.79,1984.0,0,759.4699999999999,0,5,1,1
6350,1950.0,2 - High School,49140.0,1.0,0.0,259.72,0.66,76.46,285.05,393.74,12.89,63.9,1984.0,0,832.04,0,5,1,1
6351,1973.0,4 - PhD,26748.0,3.0,1.0,-21.1,0.99,458.31,13.9,89.24,18.78,8.78,1991.0,0,589.0099999999999,0,5,2,2
6352,1948.0,2 - High School,39780.0,1.0,0.0,291.18,0.62,231.82,293.4,167.81,109.91,22.78,1997.0,0,825.7199999999999,0,5,1,1
6353,1958.0,4 - PhD,33408.0,4.0,1.0,314.29,0.53,361.29,133.9,214.15,16.78,-11.0,1979.0,0,726.12,1,4,1,0
6354,1982.0,3 - BSc/MSc,24936.0,1.0,1.0,91.37,0.82,285.72,82.25,207.15,57.9,23.78,1995.0,0,656.8,0,5,1,2
6355,1950.0,3 - BSc/MSc,39732.0,1.0,0.0,-2.54,0.96,351.4,28.9,203.15,5.78,-0.22,1987.0,0,589.2299999999999,1,4,2,1
6356,1968.0,3 - BSc/MSc,23520.0,3.0,1.0,-103.0,1.14,559.66,-45.0,35.45,-7.0,-4.0,1986.0,0,595.11,3,2,2,2
6357,1989.0,2 - High School,18708.0,1.0,1.0,376.53,0.5,155.03,268.95,277.94,61.9,39.45,1989.0,1,803.2700000000001,0,5,1,3
6358,1954.0,4 - PhD,46056.0,2.0,1.0,551.32,0.12,508.32,70.0,62.9,10.89,2.0,1993.0,0,654.1099999999999,0,5,2,0
6359,1994.0,1 - Basic,13368.0,4.0,1.0,-126.24,1.11,67.9,386.75,89.35,101.24,256.16,1994.0,1,901.4000000000001,0,5,0,2
6360,1985.0,2 - High School,17052.0,2.0,1.0,-25.0,1.0,179.81,255.6,244.38,34.23,91.35,1993.0,0,805.37,0,5,1,2
6361,1948.0,3 - BSc/MSc,44268.0,2.0,1.0,-44.0,1.03,451.75,23.9,125.8,-1.11,16.78,1977.0,0,618.2299999999999,1,4,2,1
6362,1960.0,1 - Basic,34608.0,1.0,1.0,110.59,0.77,240.38,53.35,142.25,159.92,1.78,1997.0,0,597.68,0,5,1,1
6363,1970.0,2 - High School,29100.0,4.0,1.0,471.76,0.21,503.65,35.0,73.68,6.89,10.78,1991.0,0,629.9999999999999,0,5,2,0
6364,1996.0,3 - BSc/MSc,16584.0,1.0,1.0,-54.67,1.03,89.24,587.9,228.82,118.91,11.56,1997.0,0,1036.43,0,5,0,2
6365,1988.0,2 - High School,10524.0,3.0,1.0,325.62,0.61,124.8,368.95,176.7,27.56,198.26,1993.0,0,896.27,0,5,0,3
6366,1988.0,3 - BSc/MSc,6468.0,4.0,1.0,-46.45,1.03,345.62,206.7,181.59,1.89,19.56,1996.0,0,755.3599999999999,0,5,2,2
6367,2000.0,1 - Basic,10320.0,4.0,0.0,243.94,0.69,48.23,343.4,104.13,248.27,122.69,2000.0,1,866.72,0,5,0,3
6368,1974.0,3 - BSc/MSc,29412.0,1.0,1.0,1.56,0.96,420.19,44.45,149.25,6.78,17.89,1990.0,0,638.56,0,5,2,2
6369,1970.0,2 - High School,23136.0,1.0,1.0,-122.34,1.2,438.64,-75.0,103.02,12.67,9.67,1976.0,0,563.9999999999999,1,4,2,2
6370,1993.0,3 - BSc/MSc,22164.0,3.0,1.0,-53.45,1.04,311.06,196.7,187.59,18.56,28.45,1993.0,1,742.36,0,5,1,2
6371,1949.0,2 - High School,49008.0,1.0,0.0,244.05,0.71,269.05,417.3,192.48,17.78,31.23,1998.0,0,927.84,0,5,1,1
6372,1997.0,2 - High School,13044.0,3.0,0.0,-296.83,1.23,15.56,780.15,99.02,271.83,29.67,1997.0,1,1196.23,0,5,0,2
6373,1970.0,2 - High School,30888.0,1.0,1.0,153.17,0.66,275.05,-70.0,218.82,43.12,50.01,1985.0,0,587.0,1,4,1,1
6374,1951.0,3 - BSc/MSc,42468.0,1.0,0.0,141.7,0.79,232.6,240.6,160.14,65.9,84.24,1978.0,0,783.4799999999999,0,5,1,1
6375,1962.0,1 - Basic,44520.0,1.0,1.0,464.09,0.38,284.61,255.6,185.59,6.78,57.9,1984.0,0,790.48,0,5,1,0
6376,1978.0,2 - High School,27228.0,1.0,1.0,505.65,0.16,505.65,25.0,78.46,6.0,16.89,1979.0,0,632.0,0,5,2,0
6377,1952.0,3 - BSc/MSc,34308.0,4.0,1.0,329.08,0.33,396.52,-50.0,172.81,7.78,-0.11,1986.0,0,577.1099999999999,2,3,2,0
6378,1945.0,2 - High School,49620.0,1.0,0.0,765.47,0.28,113.69,624.55,193.48,117.69,48.23,1989.0,0,1097.64,0,5,0,0
6379,1984.0,3 - BSc/MSc,21816.0,2.0,1.0,363.64,0.41,328.84,87.25,210.15,10.89,16.56,1990.0,0,653.6899999999999,0,5,1,0
6380,1989.0,3 - BSc/MSc,17412.0,4.0,1.0,424.53,0.25,449.53,23.35,110.02,1.0,18.78,1989.0,1,602.68,0,5,2,0
6381,1988.0,3 - BSc/MSc,26352.0,4.0,1.0,119.47,0.85,192.59,477.3,242.6,48.12,30.23,1989.0,0,990.84,0,5,1,2
6382,1945.0,3 - BSc/MSc,44364.0,4.0,0.0,3.67,0.96,278.72,83.35,193.26,33.34,62.01,1992.0,0,650.6800000000001,0,5,1,1
6383,1985.0,2 - High School,18936.0,1.0,1.0,167.59,0.8,192.59,430.65,195.48,35.45,87.35,1995.0,0,941.5200000000001,0,5,1,2
6384,1952.0,3 - BSc/MSc,33768.0,4.0,1.0,283.61,0.57,295.61,165.6,225.71,10.78,23.78,1991.0,0,721.48,0,5,1,0
6385,1947.0,3 - BSc/MSc,37224.0,4.0,0.0,306.63,0.49,217.04,72.25,287.61,42.34,25.56,1995.0,0,644.8,0,5,1,0
6386,1954.0,2 - High School,38796.0,4.0,1.0,320.4,0.53,329.84,197.25,194.26,0.0,15.56,1978.0,0,736.9099999999999,0,4,1,0
6387,1987.0,1 - Basic,25596.0,4.0,1.0,-52.56,1.03,103.91,564.55,206.15,131.47,27.56,1997.0,0,1033.6399999999999,0,5,0,2
6388,1944.0,3 - BSc/MSc,47892.0,1.0,1.0,485.53,0.26,404.63,113.9,172.7,9.89,-8.0,1995.0,0,701.12,1,4,2,0
6389,1962.0,4 - PhD,29736.0,1.0,1.0,260.62,0.48,382.85,-30.55,135.58,32.34,34.34,1980.0,0,585.1100000000001,1,4,2,0
6390,1968.0,2 - High School,37488.0,1.0,1.0,311.62,0.5,357.4,88.35,206.15,5.0,20.78,1981.0,0,677.68,0,5,1,0
6391,1984.0,2 - High School,16752.0,1.0,1.0,210.27,0.62,264.94,43.35,273.05,7.78,29.67,1985.0,0,618.79,0,5,1,2
6392,1966.0,3 - BSc/MSc,28416.0,4.0,1.0,456.1,0.17,468.42,-1.1,91.35,13.78,8.78,1984.0,0,582.3299999999999,1,4,2,0
6393,1957.0,3 - BSc/MSc,34908.0,4.0,1.0,58.46,0.9,299.5,261.15,128.47,36.23,83.46,1991.0,0,808.8100000000001,0,5,1,1
6394,1954.0,2 - High School,39708.0,4.0,1.0,-38.67,1.02,313.06,357.85,160.92,13.78,13.67,1993.0,0,859.28,0,5,1,1
6395,1952.0,2 - High School,42036.0,4.0,0.0,42.37,0.87,162.81,-30.55,311.06,23.45,57.79,1997.0,0,555.11,1,4,1,1
6396,1992.0,2 - High School,14820.0,4.0,1.0,538.54,0.31,187.37,276.15,208.26,100.02,49.12,1992.0,1,820.92,0,5,1,3
6397,1939.0,4 - PhD,41712.0,3.0,0.0,248.83,0.63,265.94,182.25,251.27,35.45,7.89,1980.0,0,742.8000000000001,0,5,1,1
6398,1981.0,3 - BSc/MSc,26424.0,3.0,1.0,380.08,0.35,433.75,63.9,113.8,18.67,-5.0,1996.0,0,630.1199999999999,1,4,2,0
6399,1980.0,3 - BSc/MSc,27540.0,4.0,1.0,442.64,0.25,408.52,34.45,154.03,24.67,0.89,1980.0,1,622.56,0,5,2,0
6400,1986.0,2 - High School,16392.0,4.0,1.0,115.47,0.8,245.6,121.7,212.93,53.01,52.12,1990.0,0,685.36,0,5,1,2
6401,1963.0,1 - Basic,35664.0,3.0,1.0,9.45,0.97,101.13,720.15,118.91,145.25,66.68,1982.0,0,1152.1200000000001,0,5,0,1
6402,1948.0,3 - BSc/MSc,39816.0,4.0,0.0,166.59,0.75,192.48,231.7,247.27,53.01,53.9,1992.0,0,778.3599999999999,0,5,1,1
6403,1943.0,3 - BSc/MSc,39564.0,1.0,0.0,-25.0,1.0,251.16,97.8,277.94,8.78,16.56,1990.0,0,652.2399999999999,0,5,1,1
6404,1938.0,2 - High School,47184.0,2.0,0.0,182.71,0.78,178.59,452.85,288.72,51.12,-11.0,1995.0,0,971.2800000000001,1,4,1,1
6405,1950.0,3 - BSc/MSc,35256.0,4.0,1.0,-63.12,1.04,296.61,358.95,179.7,7.89,38.12,1984.0,0,881.27,0,5,1,1
6406,1962.0,1 - Basic,27384.0,1.0,1.0,292.06,0.68,214.93,477.3,104.91,102.13,77.57,1981.0,0,976.8399999999999,0,5,0,0
6407,1950.0,1 - Basic,43320.0,1.0,1.0,375.51,0.42,321.17,103.9,193.48,24.56,48.9,1988.0,0,692.01,0,5,1,0
6408,1940.0,3 - BSc/MSc,44172.0,1.0,0.0,121.36,0.87,99.02,614.55,257.16,71.68,47.34,1986.0,0,1089.75,0,5,0,1
6409,1957.0,3 - BSc/MSc,33540.0,1.0,1.0,291.51,0.42,351.51,-35.0,228.82,2.89,0.78,1995.0,0,583.9999999999999,1,4,1,0
6410,1953.0,4 - PhD,46320.0,1.0,1.0,498.54,0.34,324.06,226.15,182.59,35.45,26.67,1994.0,0,794.9200000000001,0,5,1,0
6411,1951.0,2 - High School,40488.0,3.0,0.0,320.51,0.55,207.04,220.6,198.37,100.13,38.34,1993.0,0,764.48,0,5,1,0
6412,1978.0,3 - BSc/MSc,22632.0,2.0,1.0,498.77,0.08,522.1,5.0,43.12,-0.11,1.89,1984.0,0,572.11,1,4,2,0
6413,1944.0,2 - High School,44508.0,2.0,1.0,177.25,0.74,481.09,217.25,83.46,-5.0,8.0,1976.0,0,789.8,1,4,2,1
6414,1944.0,1 - Basic,42924.0,1.0,0.0,498.22,0.37,156.25,312.85,267.16,22.45,76.57,1995.0,0,835.28,0,5,1,0
6415,1944.0,3 - BSc/MSc,38400.0,1.0,0.0,546.99,0.37,196.15,403.4,282.72,0.89,27.56,1976.0,0,910.7199999999999,0,5,1,0
6416,1956.0,3 - BSc/MSc,42924.0,2.0,1.0,-25.0,1.0,275.83,152.8,251.16,30.45,7.0,1983.0,0,717.24,0,5,1,1
6417,1944.0,1 - Basic,44352.0,4.0,0.0,173.38,0.74,181.48,249.5,238.6,51.12,51.9,1995.0,0,772.6,0,5,1,1
6418,1968.0,2 - High School,32100.0,4.0,1.0,21.78,0.93,488.98,74.45,86.46,12.89,14.78,1992.0,0,677.5600000000001,0,5,2,2
6419,1982.0,2 - High School,22824.0,4.0,1.0,26.01,0.95,205.26,427.85,254.27,11.89,51.01,1991.0,0,950.28,0,5,1,2
6420,1955.0,2 - High School,42624.0,4.0,0.0,485.21,0.27,357.18,142.25,171.92,10.78,14.67,1986.0,0,696.8,0,5,2,0
6421,1990.0,3 - BSc/MSc,15984.0,3.0,1.0,261.61,0.69,278.72,412.3,225.93,12.89,7.89,1993.0,0,937.73,0,5,1,3
6422,1975.0,2 - High School,30324.0,4.0,1.0,278.06,0.56,319.95,118.35,211.93,18.56,16.89,1976.0,0,685.68,0,5,1,0
6423,1970.0,3 - BSc/MSc,24648.0,4.0,1.0,41.89,0.9,527.21,60.0,63.9,-3.0,15.89,1993.0,0,667.0,1,4,2,2
6424,1969.0,2 - High School,32364.0,1.0,1.0,424.53,0.25,482.09,4.45,83.46,17.78,14.78,1978.0,0,602.56,0,5,2,0
6425,1998.0,1 - Basic,10728.0,4.0,0.0,122.25,0.79,121.8,147.25,280.72,135.47,17.56,1998.0,1,702.8,0,5,1,2
6426,2000.0,1 - Basic,10392.0,4.0,1.0,76.02,0.91,53.12,721.8,104.13,244.49,47.9,2000.0,1,1171.44,0,5,0,3
6427,1942.0,3 - BSc/MSc,44544.0,4.0,0.0,-31.89,1.01,466.42,5.0,115.91,17.78,6.89,1989.0,0,612.0,0,5,2,1
6428,1987.0,3 - BSc/MSc,24324.0,3.0,1.0,66.36,0.86,319.17,92.25,194.37,0.89,36.12,1987.0,1,642.8,0,5,1,2
6429,1977.0,3 - BSc/MSc,17520.0,3.0,1.0,282.27,0.6,285.83,197.25,182.7,76.68,33.34,1983.0,0,775.8000000000001,0,5,1,2
6430,1957.0,3 - BSc/MSc,39516.0,3.0,1.0,198.04,0.7,314.17,181.7,162.92,41.34,33.23,1987.0,0,733.36,0,5,1,1
6431,1989.0,3 - BSc/MSc,6600.0,1.0,1.0,267.5,0.58,150.03,152.25,366.18,9.78,11.56,1992.0,0,689.8,0,5,1,2
6432,1995.0,1 - Basic,11736.0,4.0,0.0,794.71,0.22,150.03,594.0,145.25,90.35,75.68,1995.0,1,1055.31,0,5,0,3
6433,1963.0,2 - High School,30132.0,4.0,0.0,141.81,0.81,220.82,343.95,137.47,104.02,54.01,1994.0,0,860.27,0,5,0,2
6434,1995.0,2 - High School,18408.0,4.0,0.0,506.0,0.54,51.9,720.7,111.91,241.6,35.45,1995.0,1,1161.56,0,5,0,3
6435,1937.0,3 - BSc/MSc,49752.0,3.0,0.0,311.06,0.56,161.92,201.7,343.62,12.78,40.34,1995.0,0,760.36,0,5,1,1
6436,1953.0,2 - High School,31320.0,1.0,0.0,269.18,0.5,280.83,13.35,215.93,34.34,41.12,1986.0,0,585.57,0,5,1,0
6437,1959.0,2 - High School,33060.0,4.0,1.0,286.71,0.63,421.19,281.15,75.68,46.23,15.67,1977.0,0,839.92,0,5,2,0
6438,1985.0,3 - BSc/MSc,18180.0,4.0,1.0,380.09,0.39,206.15,101.7,188.48,97.24,75.79,1993.0,0,669.36,0,5,1,2
6439,1963.0,2 - High School,37572.0,1.0,1.0,23.9,0.92,467.31,48.9,99.24,4.89,4.78,1979.0,0,625.12,0,5,2,1
6440,1999.0,1 - Basic,17736.0,3.0,1.0,-78.12,1.06,168.92,347.85,87.24,212.15,53.12,1999.0,1,869.28,0,5,0,2
6441,1952.0,2 - High School,43668.0,3.0,0.0,-3.22,0.97,305.28,102.8,156.03,86.35,21.78,1984.0,0,672.24,0,5,1,1
6442,1948.0,3 - BSc/MSc,33048.0,2.0,1.0,-45.55,1.04,513.54,-20.55,75.68,6.89,1.0,1988.0,0,597.11,1,4,2,1
6443,1984.0,2 - High School,11352.0,4.0,1.0,1039.3,0.26,119.69,1066.3,66.79,121.69,70.57,1984.0,1,1445.04,0,5,0,3
6444,1976.0,2 - High School,20904.0,4.0,0.0,181.26,0.68,178.48,112.8,321.84,34.45,6.67,1988.0,0,654.2399999999999,0,5,1,2
